F0020001A2003_29_07,你下隻月愛去新竹係無水暖好哩遽遽去洗身正轉啊來
F0020001A2003_3_07,客來莫寒酸客走鹹菜湯
F0020001A2003_30_07,外背就落雨先生會同你醫好毋使愁天時恁熱出去晒會熱著
F0020001A2003_31_07,臺北車頭初九天公生坐火車去花蓮攪紅毛泥一大把鎖匙
F0020001A2003_32_07,公司賺當多錢臺灣銀行大約五尺長下禮拜一請假
F0020001A2003_33_07,天光日幾多儕會來過無幾久阿美就愛嫁咧
F0020001A2003_34_07,佢兩兄弟實在會搣死人上擺有講過仰又毋記得
F0020001A2003_35_07,天光朝晨愛打紅粄逐日睡到七晝八晝做毋得儘採擲地圾
F0020001A2003_36_07,對面新起兩排屋仔阿姆在灶下煠雞仔貓仔在屋頂項睡目
F0020001A2003_37_07,戴手錶仔佢戴士林區你愛接受事實一大碗公佢戴十二樓
F0020001A2003_38_07,老弟當好食冰畫一條線飯店歇一夜高雄係厥故鄉
F0020001A2003_39_07,若係有仰仔就愛講莫客氣阿姆無在廳下在裡背煮飯
F0020001A2003_4_07,矮牯仔看戲跈人笑
F0020001A2003_40_07,緊行緊看看著中意个正買佢出車禍過後人就無忒吔
F0020001A2003_41_07,這屋仔正兩棧樓定定分粄仔摎人分飯食
F0020001A2003_42_07,拜六个夜市仔恁多人逐儕人盎仔肚插等當靚个花
F0020001A2003_43_07,五十公斤一張衛生紙佢嫁分姓張个一盒餅仔無人在屋下
F0020001A2003_44_07,分佢一垤糖仔寫兩行字同你共下去食到肚屎飽飽
F0020001A2003_45_07,佢毋係正式員工大家表現到當好人愛知感謝正好
F0020001A2003_46_07,佢這下係管理員臺灣有當多客人佢兩兄弟差十歲
F0020001A2003_47_07,外背落大雨還響雷公車仔分大石頭矺到綿綿落雨過後
F0020001A2003_48_07,外背出天弓香港新起个飛機場當大佢戴在中央二街
F0020001A2003_49_07,鐘聲一響學生仔緊拚拚仔行入教室準備上課
F0020001A2003_5_07,話係風字係蹤
F0020001A2003_50_07,過年貼門對做得增添兜仔喜氣
F0020001A2003_51_07,河豚同海豚形體差十分多有麼个好空記得喊𠊎啊
F0020001A2003_52_07,辦這活動當有意義厥女朋友優點異多
F0020001A2003_53_07,這藥品產生當多問題多用茶箍洗手正會消滅病毒
F0020001A2003_54_07,這項事情下班以前愛完成水塔分風搓吹橫忒
F0020001A2003_55_07,無搭無碓分人罵心肚試著異委屈𠊎下晝無歇睏這下精神毋好
F0020001A2003_56_07,緊擘嘴佢尋毋著身分證在間項緊揙你在揙麼个東西
F0020001A2003_57_07,上阿里山有火車路通行基礎建設建設國家科技大學
F0020001A2003_58_07,科技進步碼頭停當多船仔建立關係建立制度
F0020001A2003_59_07,錢愛勻勻仔使毋好一到使淨淨這路口時時有車禍
F0020001A2003_6_07,三人同一心黃泥變成金
F0020001A2003_60_07,經過个時節愛細義細人仔時常會在這搞揬人尋
F0020001A2003_61_07,阿公信佛教佢信基督教今年係閏年
F0020001A2003_62_07,清明愛掛紙天堂同地獄教材有六冊
F0020001A2003_64_07,這還吂使恁遽決定啦愛做決定斯無恁該
F0020001A2003_65_07,日本當多人坐電車上班厥屋下个來臺祖係對長山來个
F0020001A2003_66_07,過節愛去公廳拜祖先元旦升旗典禮你愛去參加無
F0020001A2003_67_07,亼饅頭講笑科報戶口國民所得公部門
F0020001A2003_68_07,執政黨掛保證出車禍加減賺外國人
F0020001A2003_69_07,佢兜熟事盡多年哩喲佢兜因為立場無共樣嗄變敵人
F0020001A2003_7_07,講係一溜水做事無半撇
F0020001A2003_70_07,間肚有老鼠仔老妹嚇到緊噭
F0020001A2003_71_07,無知識乜愛有常識阿姊發子緊想愛翻熱到緊出汗
F0020001A2003_72_07,厥身高當堵好厥細人仔體重仰恁輕佢對自家無半息自信
F0020001A2003_73_07,做壞事早慢會分警察捉著使錢毋知痛早慢會橫笐
F0020001A2003_74_07,這片个草仔𠊎割差毋多哩續等就交分你收尾
F0020001A2003_75_07,佢兩姊嫂長透意見相反銃子用忒哩犯法愛接受司法个審判
F0020001A2003_76_07,佢去過當多國家吾金器分賊仔偷淨淨吔
F0020001A2003_77_07,𠊎對榴槤个印象當壞毋好食
F0020001A2003_78_07,在𠊎印象肚佢對人當好
F0020001A2003_79_07,佢當有才毋單淨會唱歌仔還當會做戲
F0020001A2003_8_07,屎出褲帶又打結急死人
F0020001A2003_80_07,這暑假過到當充實充實自家个能力
F0020001A2003_81_07,植物園菊花茶畜頭牲龜山島澄清湖
F0020001A2003_82_07,漯落去打隻結撥扇仔一桶水䌈焿粽
F0020001A2003_83_07,電視臺有當多談話个節目天光日佢請假
F0020001A2003_84_07,你代理一下好無官兵捉強盜係細人仔好搞个遊戲
F0020001A2003_85_07,犯重罪饒赦毋得佢當輒去人屋下白食
F0020001A2003_86_07,佢當會膨風莫信佢老阿婆盡衰過無人好偎凴
F0020001A2003_87_07,一日三餐兩點心總統一任係四年兩擐粽仔
F0020001A2003_88_07,兩隻禮拜第一類分類兩團亼好个粄粹
F0020001A2003_89_07,細人仔隻隻畜到肥卒卒仔佢當好展
F0020001A2003_9_07,好愁毋愁愁六月天無日頭
F0020001A2003_90_07,見人就拿手錶仔出來展驚人毋知樣仔
F0020001A2003_91_07,佢係做裝潢个佢出世在萬戶家庭
F0020001A2003_92_07,日日食魚食肉朝朝睡到日頭晒屎胐
F0020001A2003_93_07,鏡仔跌到地泥項必忒吔今年公司賺異成錢
F0020001A2003_94_07,做尾牙該下人人都有紅包好拿
F0020001A2003_95_07,佢生來靚靚仔算異耐看厥人生一路里來都當順序
F0020001A2003_96_07,毋單淨讀書頭路乜係
F0020001A2003_97_07,李仔酸合澀食吔胃糟糟海脣風恁大
F0020001A2003_98_07,你又講無停係食著海風轉去會失聲
F0020001A2003_99_07,搵水向往上莊頭一站仔竹篙哪央時
F0020001D3003_1_07,禮拜日去西螺街項買幾下頭菜瓜秧同吊菜秧轉去種
F0020001D3003_10_07,有个人跈在後背用禾稈揞瓜仔廂大家緊做緊做
F0020001D3003_11_07,拚到大粒汗細粒汗這時節盡歡喜个就係有點心好食
F0020001D3003_12_07,有仙草米篩目冰這兜雖然辛苦毋過若想著下二擺有美濃瓜好食
F0020001D3003_13_07,口涎水就硬會流下來做到日頭落山同瓜仔種好哩
F0020001D3003_14_07,轉到屋下歸身痠痛實在當悿再來就等瓜秧一日一日大
F0020001D3003_15_07,大到手巴掌長个時節就愛斷瓜心斷心過後
F0020001D3003_16_07,瓜藤正會綻出較多嫩筍下二擺打較多瓜仔這央時
F0020001D3003_17_07,就愛耐心照顧等啊等等瓜難大一日無閒過一日
F0020001D3003_18_07,等到瓜藤像雞嫲竇打瓜仔哩像雞卵恁大
F0020001D3003_19_07,慢慢仔像拳頭恁大粒毋過還青青食吂得
F0020001D3003_2_07,乜看著有在該賣美濃瓜秧順續買十頭轉去種
F0020001D3003_20_07,逐擺去田項委肥料割草就目勾勾仔在該相
F0020001D3003_21_07,尋看有較熟轉黃个瓜仔無等啊等等到有一日
F0020001D3003_22_07,阿爸講天光日打早愛摘瓜仔哩實在還暢有美濃瓜好食哩
F0020001D3003_23_07,阿姆早就用肥料袋攣做瓜袋好裝瓜打早會四點該下
F0020001D3003_24_07,歸屋下个人坐阿爸用鐵牛拖个梨阿卡去田項摘瓜仔
F0020001D3003_25_07,今晡日係摘頭枋瓜大人摘瓜仔細人用袋仔同瓜仔揹出去
F0020001D3003_26_07,再用腳盆裝水洗瓜仔逐儕人都恁無閒又驚自家个手指甲會傷著瓜仔
F0020001D3003_27_07,洗瓜个人就愛戴手落仔一廂摘過一廂這時節係有看著必忒抑係分蜂仔叼過个
F0020001D3003_28_07,就當暢大家就知這種瓜仔係盡甜盡好食个就擎弓蕉刀
F0020001D3003_29_07,將皮削削啊連籽全部食落去實在係真甜真好食
F0020001D3003_3_07,記得做細人个時節屋下開始種美濃瓜在早冬禾愛割進前
F0020001D3003_30_07,食過一粒過一粒這時節大人就會講嘴愛食
F0020001D3003_31_07,手愛迎遽啊同事做好較要緊等大人同瓜仔摘好
F0020001D3003_32_07,就出來裝瓜仔將盡靚个留起來做籠面一緣一緣同瓜仔排分佢好勢
F0020001D3003_33_07,落尾扛去車仔項用幾面盆仔清水同瓜仔潑潑啊
F0020001D3003_34_07,保持盡靚个用鐵牛車拖去瓜市賣分瓜販仔這兜事頭
F0020001D3003_35_07,在逐年六月个時節就會再來一遍毋過現下
F0020001D3003_36_07,阿爸老吔屋脣隔壁个耕種人乜全部老吔頭擺歸田洋个瓜田
F0020001D3003_37_07,乜看毋著吔毋過美濃瓜甜甜个滋味一生人全部囥在吾个心肝
F0020001D3003_38_07,吾屋下个大門有一個凸起來个門檻
F0020001D3003_39_07,騎車仔𢱤系可車出入个時節總會拋一下
F0020001D3003_4_07,阿爸就去田項順等禾行用剷泥个鏟仔挖一矻矻个泥團
F0020001D3003_40_07,拋一下前駁仔阿爸䟓䟓攪著一桶紅毛泥在該門檻邊脣
F0020001D3003_41_07,斜斜仔打一列過講恁仔就毋驚過路會孔翹
F0020001D3003_42_07,無想著這平順个日仔就像花無半日紅無幾久
F0020001D3003_43_07,該列紅毛泥就必壢吔毋單止脫脫還斷做幾下截
F0020001D3003_44_07,這就係阿婆講个紅毛泥無後哀意思係新淋个紅毛泥
F0020001D3003_45_07,𫝘仰仔就同燥忒定形个紅毛泥合毋著黏毋會共下
F0020001D3003_46_07,吾公吾婆後生該下就跈等吾太去同人做泥水
F0020001D3003_47_07,莊項人个樓屋當多就係佢這兜起个𠊎自家个屋仔乜係
F0020001D3003_48_07,起屋仔盡基本盡重要个功夫就係鍬紅毛泥沙仔石仔愛破幾多就有厥个準則鍬又還有鍬个技巧
F0020001D3003_49_07,做一擺鍬出黏性罅个紅毛泥結个磚壁粉个圖牆
F0020001D3003_5_07,在泥團面項留兩隻空再來就係細人仔拿美濃瓜仁放在空裡肚
F0020001D3003_50_07,就當得較久著像吾屋起好到今會四十年吔就還在在
F0020001D3003_51_07,毋會漏水毋會爭差紅毛泥無後哀毋單淨係阿公同阿婆做事个經驗
F0020001D3003_52_07,乜係佢這兜个人生信仰同提醒還細該下阿公會帶等𠊎恁多姊妹共下落田挷草
F0020001D3003_53_07,一行一列就愛從順仔挷年下仔大拚掃窗門乜愛一扇一扇仔剝下來洗
F0020001D3003_54_07,阿婆輒常就講從順仔從順仔
F0020001D3003_55_07,地泥愛從順仔掃㓾雞鴨毛愛從順仔挷毋好貪遽定定仔照順序
F0020001D3003_56_07,一擺同佢做好來到時正毋會這漏該漏交手亂串
F0020001D3003_57_07,係到愛補大空來該斯就像紅毛泥無後哀㪐㪐托托無恁該補哩喲
F0020001D3003_58_07,阿公同阿婆嚴條謹慎个性格毋知係種草生成个抑係看多吔學个𠊎這兜乜多少仔有傳著
F0020001D3003_59_07,講較好聽啊就係認真同篤實毋過乜同時合兜仔硬殼過來
F0020001D3003_6_07,再用糞揞等等成個月仔瓜秧大頭吔禾仔乜好割吔
F0020001D3003_60_07,在這愛遽愛靚个世界成時略略仔就會跈人毋著
F0020001D3003_61_07,但係在這忒遽忒好看相个世界乜淨有這拶腹實落
F0020001D3003_62_07,實在實際个態度正做得扶穩一儕人个腳步用適當个速度安然自在來生活
F0020001D3003_7_07,這時節一等無閒朝晨割禾下晝就牽鐵牛犁細廂个瓜仔廂
F0020001D3003_8_07,大人載當多糞同雞屎委在瓜廂中央用犁將泥犁兼來
F0060001A2017_1_07,床頭吵床尾和
F0060001A2017_10_07,講係一溜水做事無半撇
F0060001A2017_100_07,走幾下轉學校同你送課本正經搣衰人
F0060001A2017_101_07,麼人亂傳話外背人講到當難聽你知無
F0060001A2017_103_07,屋下玩具一千擔分佢隻把仔搞會仰仔
F0060001A2017_104_07,這還吂使恁遽決定啦愛做決定斯無恁該
F0060001A2017_105_07,佢去過當多國家吾金器分賊仔偷淨淨吔
F0060001A2017_106_07,細人仔隻隻畜到肥卒卒仔佢係做裝潢个
F0060001A2017_107_07,雞卵糕有兩垤毋過若額分若老弟食忒咧
F0060001A2017_108_07,這幾日个天時無正常溫度高又過起燒風
F0060001A2017_109_07,打早就看佢頭磬磬弄弄仔行毋知愛去哪
F0060001A2017_11_07,少食多香氣多食無味緒
F0060001A2017_110_07,頭擺街路尾有一間戲園逐暗晡會做電影
F0060001A2017_111_07,莫麼个就望細人仔自家身體顧好來較贏
F0060001A2017_112_07,衫褲洗好拿去脫水機攪攪啊晾較遽燥
F0060001A2017_113_07,虐毛蟲个毛會虐人愛細義毋好分佢蜒著
F0060001A2017_114_07,轉寒哩加領裌仔無寒著斯無結無煞
F0060001A2017_115_07,阿伯正出院身體還弱弱毋好去做粗事
F0060001A2017_116_07,頭擺人賣魚仔用篾皮桊到一桊一桊仔賣
F0060001A2017_117_07,細人仔時常會在這搞賭人尋婦人家有身妊个時節
F0060001A2017_118_07,屋下个東西做毋得儘採動儘採釘驚怕會犯著胎神
F0060001A2017_119_07,這路口時時有車禍經過个時節愛細義
F0060001A2017_12_07,人不可貌相海水不可斗量
F0060001A2017_120_07,阿姆生日阿姊愛自家做雞卵糕
F0060001A2017_121_07,逐朝晨有人來送報紙兩姊妹為著一領衫在廳下相罵
F0060001A2017_122_07,厥姊正結婚喊姊丈還喊毋慣嘴阿麗當有禮貌
F0060001A2017_123_07,看著人就會喊人這禮拜咖啡買一送一阿姊今年六月愛畢業
F0060001A2017_124_07,五十公斤一張衛生紙佢嫁分姓張个一盒餅仔無人在屋下
F0060001A2017_125_07,戴手錶仔佢戴士林區你愛接受事實一大碗公佢戴十二樓
F0060001A2017_126_07,臺北車頭初九天公生坐火車去花蓮攪紅毛泥一大把鎖匙
F0060001A2017_127_07,電視臺有當多談話个節目天光日佢請假你代理一下好無
F0060001A2017_128_07,𠊎下晝無歇睏這下精神毋好緊擘嘴佢戴在中央二街
F0060001A2017_129_07,對面新起兩排屋仔阿姆在灶下煠雞仔貓仔在屋頂項睡目
F0060001A2017_13_07,好愁毋愁愁六月天無日頭
F0060001A2017_130_07,動啊著就唉唉㗱㗱个人愛仰仔做大事這條山路斡來斡去
F0060001A2017_131_07,做人毋好忒橫係見人全閃你像驚鬼樣仔該就見笑吔哪
F0060001A2017_132_07,佢出世在萬戶家庭日日食魚食肉朝朝睡到日頭晒屎胐
F0060001A2017_133_07,緊行緊看看著中意个正買佢出車禍過後人就無忒咧
F0060001A2017_134_07,天光朝晨愛打紅粄逐日睡到七晝八晝做毋得儘採擲地圾
F0060001A2017_135_07,溼氣重樹仔當遽歿忒這兜零角仔毋罅買一支枝仔冰
F0060001A2017_136_07,車仔當難駛這個細妹仔个面紅囉囉仔盡像蘋果共樣
F0060001A2017_137_07,這事頭你總包起來屋下恁多人會同你𢯭做毋使驚
F0060001A2017_138_07,講著成績老弟同頭名全全比毋得比該尾名就還較得
F0060001A2017_139_07,上阿里山有火車路通行基礎建設建設國家科技大學
F0060001A2017_14_07,三日風三日霜三日大天光
F0060001A2017_140_07,分佢一垤糖仔寫兩行字同你共下去食到肚屎飽飽
F0060001A2017_141_07,若係有仰仔就愛講莫客氣阿姆無在廳下在裡背煮飯
F0060001A2017_142_07,老弟當好食冰畫一條線飯店歇一夜高雄係厥故鄉
F0060001A2017_143_07,公司賺當多錢臺灣銀行大約五尺長下禮拜一請假
F0060001A2017_144_07,無問題你識佢無𠊎毋識佢恭喜發財新年快樂
F0060001A2017_145_07,食飯後愛湯嘴𠊎尿出想愛屙尿老妹在洗身間洗身
F0060001A2017_146_07,食刺波仔个時蒂頭愛摘忒原來玻璃係你打爛忒个
F0060001A2017_147_07,海脣風恁大你又講無停係食著海風轉去會失聲
F0060001A2017_148_07,無知識乜愛有常識阿姊發子緊想愛翻熱到緊出汗
F0060001A2017_149_07,過節愛去公廳拜祖先元旦升旗典禮你愛去參加無
F0060001A2017_15_07,人相打莫行前人相罵莫幫言
F0060001A2017_150_07,日本當多人坐電車上班厥屋下个來臺祖係對長山來个
F0060001A2017_151_07,佢這下係管理員臺灣有當多客人佢兩兄弟差十歲
F0060001A2017_152_07,拜六个夜市仔恁多人逐儕人盎仔肚插等當靚个花
F0060001A2017_153_07,佢兩兄弟實在會搣死人上擺有講過仰又毋記得
F0060001A2017_154_07,人講豬嫲肥豬子旺家底好个人較有錢繳子弟讀書
F0060001A2017_155_07,當多蚊仔在若胠罅下蒐啊蒐仔愛叼你還毋遽遽走
F0060001A2017_156_07,阿玲玩具搞忒無收揫害厥姆躪著跌到四腳惹天
F0060001A2017_157_07,厥人生一路里來都當順序毋單淨讀書頭路乜係
F0060001A2017_158_07,今年公司賺異成錢做尾牙該下人人都有紅包好拿
F0060001A2017_159_07,佢當好展見人就拿手錶仔出來展驚人毋知樣仔
F0060001A2017_16_07,吂種瓜豆先搭棚吂降倈仔先安名
F0060001A2017_160_07,佢當會膨風莫信佢老阿婆盡衰過無人好偎凴
F0060001A2017_161_07,做壞事早慢會分警察捉著使錢毋知痛早慢會橫笐
F0060001A2017_162_07,佢兜熟事盡多年哩喲佢兜因為立場無共樣嗄變敵人
F0060001A2017_163_07,科技進步碼頭停當多船仔建立關係建立制度
F0060001A2017_164_07,河豚同海豚形體差十分多有麼个好空記得喊𠊎啊
F0060001A2017_165_07,佢毋係正式員工大家表現到當好人愛知感謝正好
F0060001A2017_166_07,正轉啊來外背就落雨先生會同你醫好毋使愁
F0060001A2017_167_07,狗仔食東西个時節凶呷呷仔別儕一來就咬佢
F0060001A2017_168_07,頭下碼大家都看佢無半撇背尾正知佢係大腳士
F0060001A2017_169_07,雨落忒多做大水無半息雨做天旱實在異難耐
F0060001A2017_17_07,結了三年姊嫂還毋知張伯姆姓麼个
F0060001A2017_170_07,毋好煮恁多屋下淨兩儕人食毋去倒忒當打爽
F0060001A2017_171_07,參詳事情愛講道理係橫橫擎定著毋會有結果
F0060001A2017_172_07,這片个草仔𠊎割差毋多咧續等就交分你收尾
F0060001A2017_173_07,佢尋毋著身分證在間項緊揙你在揙麼个東西
F0060001A2017_174_07,這項事情下班以前愛完成水塔分風搓吹橫忒
F0060001A2017_175_07,這藥品產生當多問題多用茶箍洗手正會消滅病毒
F0060001A2017_176_07,落雨過後外背出天弓香港新起个飛機場當大
F0060001A2017_177_07,外背落大雨還響雷公車仔分大石頭矺到綿綿
